"name_old","name_new","class_old","class_new","value_old","value_new","missings","recodes"
"V043032","V043032","factor","factor","1. Approve|5. Disapprove|8. DK|9. RF|.","1. Approve|5. Disapprove|8. DK|9. RF|.","",""
"V043033","V043033","factor","factor","1. Approve strongly|2. Approve not strongly|4. Disapprove not strongly|5. Disapprove strongly|8. DK|9. RF|.","1. Approve strongly|2. Approve not strongly|4. Disapprove not strongly|5. Disapprove strongly|8. DK|9. RF|.","",""
"V043034","V043034","factor","factor","1. Right direction|5. Wrong track|8. Don't know|9. Refused|.","1. Right direction|5. Wrong track|8. Don't know|9. Refused|.","",""
"V043034X","V043034X","factor","factor","1. Right direction|5. Wrong track|8. Don't know|9. Refused|.","1. Right direction|5. Wrong track|8. Don't know|9. Refused|.","",""
"V043035","V043035","factor","factor","1. Very much|2. Pretty much|3. Not very much|4. Not at all|8. Don't know|9. Refused|.","1. Very much|2. Pretty much|3. Not very much|4. Not at all|8. Don't know|9. Refused|.","",""
"V043036","V043036","factor","factor","1. Approve|5. Disapprove|8. Don't know|9. Refused|.","1. Approve|5. Disapprove|8. Don't know|9. Refused|.","",""
"V043037","V043037","factor","factor","1. Approve strongly|2. Approve not strongly|4. Disapprove not strongly|5. Disapprove strongly|8. Don't know|9. Refused|.","1. Approve strongly|2. Approve not strongly|4. Disapprove not strongly|5. Disapprove strongly|8. Don't know|9. Refused|.","",""
"V043038","V043038","integer","integer",".",".","",""
"V043039","V043039","integer","integer",".",".","",""
"V043040","V043040","integer","integer",".",".","",""
"V043041","V043041","integer","integer",".",".","",""
"V043042","V043042","integer","integer",".",".","",""
"V043043","V043043","integer","integer",".",".","",""
"V043044","V043044","integer","integer",".",".","",""
"V043045","V043045","integer","integer",".",".","",""
"V043046","V043046","integer","integer",".",".","",""
"V043047","V043047","integer","integer",".",".","",""
"V043048","V043048","integer","integer",".",".","",""
"V043049","V043049","integer","integer",".",".","",""
"V043050","V043050","integer","integer",".",".","",""
"V043051","V043051","integer","integer",".",".","",""
"V043052","V043052","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043053","V043053","factor","factor","0. No mentions (5,8 in C1a;8880,8888,8889 in C1b1)|1. One mention|2. Two mentions|3. Three mentions|4. Four mentions|5. Five mentions|9. RF (9 in C1a)|.","0. No mentions (5,8 in C1a;8880,8888,8889 in C1b1)|1. One mention|2. Two mentions|3. Three mentions|4. Four mentions|5. Five mentions|9. RF (9 in C1a)|.","",""
"V043053A","V043053A","integer","integer",".",".","",""
"V043053B","V043053B","integer","integer",".",".","",""
"V043053C","V043053C","integer","integer",".",".","",""
"V043053D","V043053D","integer","integer",".",".","",""
"V043053E","V043053E","integer","integer",".",".","",""
"V043054","V043054","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043055","V043055","factor","factor","0. No mentions (5,8 in C1c;8880,8888,8889 in C1d1)|1. One mention|2. Two mentions|3. Three mentions|4. Four mentions|5. Five mentions|9. RF (9 in C1c)|.","0. No mentions (5,8 in C1c;8880,8888,8889 in C1d1)|1. One mention|2. Two mentions|3. Three mentions|4. Four mentions|5. Five mentions|9. RF (9 in C1c)|.","",""
"V043055A","V043055A","integer","integer",".",".","",""
"V043055B","V043055B","integer","integer",".",".","",""
"V043055C","V043055C","integer","integer",".",".","",""
"V043055D","V043055D","integer","integer",".",".","",""
"V043055E","V043055E","integer","integer",".",".","",""
"V043056","V043056","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043057","V043057","factor","factor","0. No mentions (5,8 in C2a;8880,8888,8889 in C2b1)|1. One mention|2. Two mentions|3. Three mentions|4. Four mentions|5. Five mentions|9. RF (9 in C2a)|.","0. No mentions (5,8 in C2a;8880,8888,8889 in C2b1)|1. One mention|2. Two mentions|3. Three mentions|4. Four mentions|5. Five mentions|9. RF (9 in C2a)|.","",""
"V043057A","V043057A","integer","integer",".",".","",""
"V043057B","V043057B","integer","integer",".",".","",""
"V043057C","V043057C","integer","integer",".",".","",""
"V043057D","V043057D","integer","integer",".",".","",""
"V043057E","V043057E","integer","integer",".",".","",""
"V043058","V043058","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043059","V043059","factor","factor","0. No mentions (5,8 in C2c;8880,8888,8889 in C2d1)|1. One mention|2. Two mentions|3. Three mentions|4. Four mentions|5. Five mentions|9. RF (9 in C2c)|.","0. No mentions (5,8 in C2c;8880,8888,8889 in C2d1)|1. One mention|2. Two mentions|3. Three mentions|4. Four mentions|5. Five mentions|9. RF (9 in C2c)|.","",""
"V043059A","V043059A","integer","integer",".",".","",""
"V043059B","V043059B","integer","integer",".",".","",""
"V043059C","V043059C","integer","integer",".",".","",""
"V043059D","V043059D","integer","integer",".",".","",""
"V043059E","V043059E","integer","integer",".",".","",""
"V043060","V043060","factor","factor","1. Better when one party controls both|3. Better when control is split|5. It doesn't matter|8. Don't know|9. Refused|.","1. Better when one party controls both|3. Better when control is split|5. It doesn't matter|8. Don't know|9. Refused|.","",""
"V043061","V043061","factor","factor","1. Better|3. Worse|VOL|8. Don't know|9. Refused|.","1. Better|3. Worse|VOL|8. Don't know|9. Refused|.","",""
"V043062","V043062","factor","factor","1. Much better|2. Somewhat better|3. Same (5 in C4)|4. Somewhat worse|5. Much worse|8. Don't know|9. Refused|.","1. Much better|2. Somewhat better|3. Same (5 in C4)|4. Somewhat worse|5. Much worse|8. Don't know|9. Refused|.","",""
"V043063","V043063","factor","factor","1. Better|3. Worse|5. The same|8. Don't know|9. Refused|.","1. Better|3. Worse|5. The same|8. Don't know|9. Refused|.","",""
"V043064","V043064","factor","factor","1. Much better|2. Somewhat better|3. Same (5 in C5)|4. Somewhat worse|5. Much worse|8. Don't know|9. Refused|.","1. Much better|2. Somewhat better|3. Same (5 in C5)|4. Somewhat worse|5. Much worse|8. Don't know|9. Refused|.","",""
"V043065","V043065","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043066","V043066","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043067","V043067","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043068","V043068","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043069","V043069","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043070","V043070","factor","factor","1. Very often|2. Fairly often|3. Occasionally|4. Rarely|8. Don't know|9. Refused|.","1. Very often|2. Fairly often|3. Occasionally|4. Rarely|8. Don't know|9. Refused|.","",""
"V043071","V043071","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043072","V043072","factor","factor","1. Very often|2. Fairly often|3. Occasionally|4. Rarely|8. Don't know|9. Refused|.","1. Very often|2. Fairly often|3. Occasionally|4. Rarely|8. Don't know|9. Refused|.","",""
"V043073","V043073","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043074","V043074","factor","factor","1. Very often|2. Fairly often|3. Occasionally|4. Rarely|8. Don't know|9. Refused|.","1. Very often|2. Fairly often|3. Occasionally|4. Rarely|8. Don't know|9. Refused|.","",""
"V043075","V043075","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043076","V043076","factor","factor","1. Very often|2. Fairly often|3. Occasionally|4. Rarely|8. Don't know|9. Refused|.","1. Very often|2. Fairly often|3. Occasionally|4. Rarely|8. Don't know|9. Refused|.","",""
"V043077","V043077","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043078","V043078","factor","factor","1. Very often|2. Fairly often|3. Occasionally|4. Rarely|8. Don't know|9. Refused|.","1. Very often|2. Fairly often|3. Occasionally|4. Rarely|8. Don't know|9. Refused|.","",""
"V043079","V043079","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043080","V043080","factor","factor","1. Very often|2. Fairly often|3. Occasionally|4. Rarely|8. Don't know|9. Refused|.","1. Very often|2. Fairly often|3. Occasionally|4. Rarely|8. Don't know|9. Refused|.","",""
"V043081","V043081","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043082","V043082","factor","factor","1. Very often|2. Fairly often|3. Occasionally|4. Rarely|8. Don't know|9. Refused|.","1. Very often|2. Fairly often|3. Occasionally|4. Rarely|8. Don't know|9. Refused|.","",""
"V043083","V043083","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V043084","V043084","factor","factor","1. Very often|2. Fairly often|3. Occasionally|4. Rarely|8. Don't know|9. Refused|.","1. Very often|2. Fairly often|3. Occasionally|4. Rarely|8. Don't know|9. Refused|.","",""
"V043085","V043085","factor","factor","01. Extremely liberal|02. Liberal|03. Slightly liberal|04. Moderate;middle of the road|05. Slightly conservative|06. Conservative|07. Extremely conservative|DO NOT PROBE|88. Don't know|89. Refused|.","01. Extremely liberal|02. Liberal|03. Slightly liberal|04. Moderate;middle of the road|05. Slightly conservative|06. Conservative|07. Extremely conservative|DO NOT PROBE|88. Don't know|89. Refused|.","",""
"V043085A","V043085A","factor","factor","1. Liberal|3. Conservative|VOL|8. Don't know|9. RF|.","1. Liberal|3. Conservative|VOL|8. Don't know|9. RF|.","",""
"V043086","V043086","factor","factor","1. Liberal|3. Moderate|5. Conservative|7. Refused to choose|8. Don't know|.","1. Liberal|3. Moderate|5. Conservative|7. Refused to choose|8. Don't know|.","",""
"V043087","V043087","factor","factor","1. Extremely liberal|2. Liberal|3. Slightly liberal|4. Moderate;middle of the road|5. Slightly conservative|6. Conservative|7. Extremely conservative|8. Don't know|9. Refused|.","1. Extremely liberal|2. Liberal|3. Slightly liberal|4. Moderate;middle of the road|5. Slightly conservative|6. Conservative|7. Extremely conservative|8. Don't know|9. Refused|.","",""
"V043088","V043088","factor","factor","1. Extremely liberal|2. Liberal|3. Slightly liberal|4. Moderate;middle of the road|5. Slightly conservative|6. Conservative|7. Extremely conservative|8. Don't know|9. Refused|.","1. Extremely liberal|2. Liberal|3. Slightly liberal|4. Moderate;middle of the road|5. Slightly conservative|6. Conservative|7. Extremely conservative|8. Don't know|9. Refused|.","",""
"V043089","V043089","factor","factor","1. Extremely liberal|2. Liberal|3. Slightly liberal|4. Moderate;middle of the road|5. Slightly conservative|6. Conservative|7. Extremely conservative|8. Don't know|9. Refused|.","1. Extremely liberal|2. Liberal|3. Slightly liberal|4. Moderate;middle of the road|5. Slightly conservative|6. Conservative|7. Extremely conservative|8. Don't know|9. Refused|.","",""
"V043090","V043090","factor","factor","1. Extremely liberal|2. Liberal|3. Slightly liberal|4. Moderate;middle of the road|5. Slightly conservative|6. Conservative|7. Extremely conservative|8. Don't know|9. Refused|.","1. Extremely liberal|2. Liberal|3. Slightly liberal|4. Moderate;middle of the road|5. Slightly conservative|6. Conservative|7. Extremely conservative|8. Don't know|9. Refused|.","",""
"V043091","V043091","factor","factor","1. Extremely liberal|2. Liberal|3. Slightly liberal|4. Moderate;middle of the road|5. Slightly conservative|6. Conservative|7. Extremely conservative|8. Don't know|9. Refused|.","1. Extremely liberal|2. Liberal|3. Slightly liberal|4. Moderate;middle of the road|5. Slightly conservative|6. Conservative|7. Extremely conservative|8. Don't know|9. Refused|.","",""
"V043092","V043092","factor","factor","1. Care a good deal|3. Don't care very much|8. Don't know|9. Refused|.","1. Care a good deal|3. Don't care very much|8. Don't know|9. Refused|.","",""
"V043093","V043093","factor","factor","1. John Kerry|3. George W. Bush|5. Ralph Nader|VOL|8. Don't know|9. Refused|.","1. John Kerry|3. George W. Bush|5. Ralph Nader|VOL|8. Don't know|9. Refused|.","",""
"V043094","V043094","factor","factor","00. Will be close - DK winner|11. Will be close - Kerry will win|12. Will be close - Bush will win|13. Will be close - Nader will win|14. Will be close - other candidate will win|25. Win by quite a bit - Kerry|26. Win by quite a bit - Bush|27. Win by quite a bit - Nader|28. Win by quite a bit - other candidate|29. Win by quite a bit - DK who|88. Don't know|89. Refused|99. NA|.","00. Will be close - DK winner|11. Will be close - Kerry will win|12. Will be close - Bush will win|13. Will be close - Nader will win|14. Will be close - other candidate will win|25. Win by quite a bit - Kerry|26. Win by quite a bit - Bush|27. Win by quite a bit - Nader|28. Win by quite a bit - other candidate|29. Win by quite a bit - DK who|88. Don't know|89. Refused|99. NA|.","",""
"V043095","V043095","factor","factor","1. John Kerry|3. George W. Bush|5. Ralph Nader|VOL|8. Don't know|9. Refused|.","1. John Kerry|3. George W. Bush|5. Ralph Nader|VOL|8. Don't know|9. Refused|.","",""
"V043096","V043096","factor","factor","00. Will be close - DK winner|11. Will be close - Kerry will win|12. Will be close - Bush will win|13. Will be close - Nader will win|14. Will be close - other candidate will win|25. Win by quite a bit - Kerry|26. Win by quite a bit - Bush|27. Win by quite a bit - Nader|28. Win by quite a bit - other candidate|29. Win by quite a bit - DK who|88. Don't know|89. Refused|99. NA|.","00. Will be close - DK winner|11. Will be close - Kerry will win|12. Will be close - Bush will win|13. Will be close - Nader will win|14. Will be close - other candidate will win|25. Win by quite a bit - Kerry|26. Win by quite a bit - Bush|27. Win by quite a bit - Nader|28. Win by quite a bit - other candidate|29. Win by quite a bit - DK who|88. Don't know|89. Refused|99. NA|.","",""
"V043097","V043097","factor","factor","1. Gotten better|3. Stayed about the same|5. Gotten worse|8. Don't know|9. Refused|.","1. Gotten better|3. Stayed about the same|5. Gotten worse|8. Don't know|9. Refused|.","",""
"V043098","V043098","factor","factor","1. Much better|2. Somewhat better|3. Same (3 in F1)|4. Somewhat worse|5. Much worse|8. Don't know|9. Refused|.","1. Much better|2. Somewhat better|3. Same (3 in F1)|4. Somewhat worse|5. Much worse|8. Don't know|9. Refused|.","",""
"V043099","V043099","factor","factor","1. Get better|3. Stay about the same|5. Get worse|8. Don't know|9. Refused|.","1. Get better|3. Stay about the same|5. Get worse|8. Don't know|9. Refused|.","",""
"V043100","V043100","factor","factor","1. Much better|2. Somewhat better|3. Same (3 in F2)|4. Somewhat worse|5. Much worse|8. Don't know|9. Refused|.","1. Much better|2. Somewhat better|3. Same (3 in F2)|4. Somewhat worse|5. Much worse|8. Don't know|9. Refused|.","",""
"V043101","V043101","factor","factor","0. NA|1. Better|3. Stayed same|5. Worse|8. Don't know|9. Refused|.","0. NA|1. Better|3. Stayed same|5. Worse|8. Don't know|9. Refused|.","",""
"V043102","V043102","factor","factor","1. Much better|2. Somewhat better|3. Same (3 in F3)|4. Somewhat worse|5. Much worse|8. Don't know|9. Refused|.","1. Much better|2. Somewhat better|3. Same (3 in F3)|4. Somewhat worse|5. Much worse|8. Don't know|9. Refused|.","",""
"V043103","V043103","factor","factor","0. NA|1. More unemployment|3. About the same|5. Less unemployment|8. Don't know|9. Refused|.","0. NA|1. More unemployment|3. About the same|5. Less unemployment|8. Don't know|9. Refused|.","",""
"V043104","V043104","factor","factor","0. NA|1. Better|3. Stayed same|5. Worse|8. Don't know|9. Refused|.","0. NA|1. Better|3. Stayed same|5. Worse|8. Don't know|9. Refused|.","",""
"V043105","V043105","factor","factor","1. Much better|2. Somewhat better|3. Same (3 in F5)|4. Somewhat worse|5. Much worse|8. Don't know|9. Refused|.","1. Much better|2. Somewhat better|3. Same (3 in F5)|4. Somewhat worse|5. Much worse|8. Don't know|9. Refused|.","",""
"V043106","V043106","factor","factor","0. NA|1. Higher inflation|3. About the same|5. Lower inflation|8. Don't know|9. Refused|.","0. NA|1. Higher inflation|3. About the same|5. Lower inflation|8. Don't know|9. Refused|.","",""
"V043107","V043107","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043108","V043108","factor","factor","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","",""
"V043109","V043109","factor","factor","1. Democrats|3. Republicans|5. Wouldn't be much difference between them/no difference|VOL|8. Don't know|9. Refused|.","1. Democrats|3. Republicans|5. Wouldn't be much difference between them/no difference|VOL|8. Don't know|9. Refused|.","",""
"V043110","V043110","factor","factor","1. Democrats|3. Republicans|5. About the same by both|VOL|8. Don't know|9. Refused|.","1. Democrats|3. Republicans|5. About the same by both|VOL|8. Don't know|9. Refused|.","",""
"V043111","V043111","factor","factor","1. Democrats|3. Republicans|5. About the same by both|VOL|8. Don't know|9. Refused|.","1. Democrats|3. Republicans|5. About the same by both|VOL|8. Don't know|9. Refused|.","",""
"V043112","V043112","factor","factor","1. Weaker|3. Stayed about the same|5. Stronger|8. Don't know|9. Refused|.","1. Weaker|3. Stayed about the same|5. Stronger|8. Don't know|9. Refused|.","",""
"V043113","V043113","factor","factor","1. Agree|5. Disagree|8. Don't know|9. Refused|.","1. Agree|5. Disagree|8. Don't know|9. Refused|.","",""
"V043114","V043114","factor","factor","1. Republican|2. Democrat|3. Independent|4. Other party (SPECIFY)|5. No preference|8. Don't know|9. Refused|.","1. Republican|2. Democrat|3. Independent|4. Other party (SPECIFY)|5. No preference|8. Don't know|9. Refused|.","",""
"V043114A","V043114A","factor","factor","1. Strong|5. Not very strong|8. Don't know|9. Refused|.","1. Strong|5. Not very strong|8. Don't know|9. Refused|.","",""
"V043115","V043115","factor","factor","1. Closer to Republican|VOL|5. Closer to Democratic|8. Don't know|9. Refused|.","1. Closer to Republican|VOL|5. Closer to Democratic|8. Don't know|9. Refused|.","",""
"V043116","V043116","factor","factor","0. Strong Democrat (2/1/.)|1. Weak Democrat (2/5-8-9/.)|2. Independent-Democrat (3-4-5/./5)|3. Independent-Independent|4. Independent-Republican (3-4-5/./1)|5. Weak Republican (1/5-8-9/.)|6. Strong Republican (1/1/.)|7. Other;minor party;refuses to say|8. Apolitical (5/./3-8-9 if apolitical)|9. DK (8/./.)|.","0. Strong Democrat (2/1/.)|1. Weak Democrat (2/5-8-9/.)|2. Independent-Democrat (3-4-5/./5)|3. Independent-Independent|4. Independent-Republican (3-4-5/./1)|5. Weak Republican (1/5-8-9/.)|6. Strong Republican (1/1/.)|7. Other;minor party;refuses to say|8. Apolitical (5/./3-8-9 if apolitical)|9. DK (8/./.)|.","",""
"V043117","V043117","factor","factor","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","",""
"V043118","V043118","factor","factor","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","",""
"V043119","V043119","factor","factor","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","",""
"V043120","V043120","factor","factor","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","",""
"V043121","V043121","factor","factor","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","",""
"V043122","V043122","factor","factor","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","",""
"V043123","V043123","factor","factor","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","",""
"V043124","V043124","factor","factor","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","",""
"V043125","V043125","factor","factor","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","",""
"V043126","V043126","factor","factor","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","",""
"V043127","V043127","factor","factor","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","",""
"V043128","V043128","factor","factor","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","",""
"V043129","V043129","factor","factor","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","",""
"V043130","V043130","factor","factor","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","1. Extremely well|2. Quite well|3. Not too well|4. Not well at all|8. Don't know|9. Refused|.","",""
"V043131","V043131","factor","factor","1. Worth it|5. Not worth it|8. Don't know|9. Refused|.","1. Worth it|5. Not worth it|8. Don't know|9. Refused|.","",""
"V043132","V043132","factor","factor","1. Approve|5. Disapprove|8. Don't know|9. Refused|.","1. Approve|5. Disapprove|8. Don't know|9. Refused|.","",""
"V043133","V043133","factor","factor","1. Approve strongly|2. Approve not strongly|4. Disapprove not strongly|5. Disapprove strongly|8. Don't know|9. Refused|.","1. Approve strongly|2. Approve not strongly|4. Disapprove not strongly|5. Disapprove strongly|8. Don't know|9. Refused|.","",""
"V043134","V043134","factor","factor","1. Worth it|5. Not worth it|8. Don't know|9. Refused|.","1. Worth it|5. Not worth it|8. Don't know|9. Refused|.","",""
"V043135","V043135","factor","factor","1. Increased|3. Decreased|5. Stayed about the same|8. Don't know|9. Refused|.","1. Increased|3. Decreased|5. Stayed about the same|8. Don't know|9. Refused|.","",""
"V043136","V043136","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043137","V043137","factor","factor","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","",""
"V043138","V043138","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043139","V043139","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043140","V043140","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043141","V043141","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043142","V043142","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043143","V043143","factor","factor","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","",""
"V043144","V043144","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043145","V043145","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043146","V043146","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043147","V043147","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043148","V043148","factor","factor","1. Favor|3. Oppose|5. Other/neither/depends {SPECIFY}|7. Haven't thought about|8. Don't know|9. Refused|.","1. Favor|3. Oppose|5. Other/neither/depends {SPECIFY}|7. Haven't thought about|8. Don't know|9. Refused|.","",""
"V043149","V043149","factor","factor","0. Haven't thought about it (7 in N3)|1. Favored strongly|2. Favored not strongly|4. Opposed not strongly|5. Opposed strongly|7. Other/neither/depends (5 in N3)|8. Don't know|9. Refused|.","0. Haven't thought about it (7 in N3)|1. Favored strongly|2. Favored not strongly|4. Opposed not strongly|5. Opposed strongly|7. Other/neither/depends (5 in N3)|8. Don't know|9. Refused|.","",""
"V043150","V043150","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043151","V043151","factor","factor","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","",""
"V043152","V043152","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043153","V043153","factor","factor","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","",""
"V043154","V043154","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043155","V043155","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043156","V043156","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043157","V043157","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043158","V043158","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043159","V043159","factor","factor","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","1. Extremely important|2. Very important|3. Somewhat important|4. Not too important|5. Not at all important|8. Don't know|9. Refused|.","",""
"V043160","V043160","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043161","V043161","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043162","V043162","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043163","V043163","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V043164","V043164","factor","factor","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","",""
"V043165","V043165","factor","factor","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","",""
"V043166","V043166","factor","factor","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","",""
"V043167","V043167","factor","factor","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","",""
"V043168","V043168","factor","factor","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","1. Increased|3. Decreased|5. Kept about the same|VOL|8. Don't know|9. Refused|.","",""
